date,7AM,8AM,9AM,10AM,11AM,12PM,1PM,2PM,3PM,4PM,5PM,6PM,7PM,8PM
2026-04-21,0.24561944900276306,0.7810643552085318,0.5196393994712984,0.6823172888720537,0.8054329077389765,0.9721422251918704,0.935307885508181,0.7471082444336588,0.7871001453324747,0.7006776745179153,0.5333982543696698,0.3826736685123497,0.2246966699825572,0.09104155771228342
2026-04-22,0.19156345381685957,0.8133576669880694,0.4742669376509708,0.6639459598542913,0.8256411870161238,0.912748526379277,0.9269128773194397,0.6700153576684417,0.7948260360380655,0.6928667571512366,0.5223563173987006,0.4069180103393785,0.21857318892714886,0.1221295179647591
2026-04-23,0.2109548714101055,0.8229019969912038,0.48868262968753623,0.6693465417034435,0.8218114136842171,0.9687061674538597,0.9231459535722166,0.714170783125686,0.7964910520523041,0.6678938820831765,0.48089595438318444,0.3677485542414191,0.28817925981594406,0.10872837498032657
2026-04-24,0.15177567470492964,0.7926091170095424,0.46810313886934996,0.651345366866232,0.7642363348268366,0.9946603646790364,0.9166109143691873,0.6842940309561659,0.7676510097764532,0.6717957568730099,0.5003631873629859,0.4022743547960832,0.21636400526049324,0.12539364914139386
2026-04-27,0.2340766131895959,0.7576140081052676,0.49778679339236415,0.7111280862614883,0.8465844230334119,0.9559281407978278,0.8743444490263109,0.6846720719632818,0.8297916032405136,0.7062202621962839,0.5100392184827468,0.3806247935672772,0.2537010450149488,0.13521105415714385
2026-04-28,0.19891158904898498,0.7596105063861573,0.4623128783226721,0.7299710293180803,0.8037174788560524,0.9747665743354095,0.870371994765174,0.6934143989431194,0.78908015299276,0.7475961769099343,0.4502809944297577,0.3656894446394639,0.2104803275533303,0.1411084289797358
2026-04-29,0.19148839765513745,0.7747178008335818,0.47494298518631034,0.6689745515217901,0.7735414775653575,0.9537961603133945,0.9410371979982544,0.7247845681434969,0.7833895677380874,0.7087238551934967,0.47232672797594094,0.42608386825598105,0.27808606642896244,0.12184020116312505
2026-04-30,0.24976594670168784,0.8126072234309952,0.4613141618360288,0.7119887053156142,0.7760830002899446,0.9395151369640817,0.9426345978406091,0.6914622108186494,0.7532775645478363,0.678359296669063,0.5242566733136427,0.4204975449909556,0.23205774967619394,0.08459579404072629
2026-05-01,0.20491770208851448,0.8456618562450775,0.5109752928860956,0.731063454556545,0.7528505386560226,0.9462294451074056,0.9063790968099208,0.6535235936458582,0.794777553477975,0.7249940393403994,0.5148154277397693,0.3750674313656196,0.2978931110785793,0.05248502518448357
2026-05-04,0.17292414676971957,0.8298180775036151,0.4768384880557083,0.6756685947518123,0.8192694470254697,0.9550130859369687,0.898728698234008,0.6986096662869818,0.7679756108774706,0.70452569472336,0.46767897276484727,0.4299911531568615,0.2872095809321218,0.12550998760313792
2026-05-05,0.15503585546156093,0.8176312737734869,0.499728121219178,0.7268297127382809,0.7889407911731963,0.9978994243500491,0.8778278377798568,0.6821976405294221,0.7597930463911544,0.7399855106399076,0.5225991929634893,0.4160307884089184,0.2993332212661471,0.09293315298634393
2026-05-06,0.2231884169559138,0.7555886625502379,0.4830257649372279,0.723955473122041,0.8199670339060762,0.9723689736247992,0.8881756799517347,0.6976747107011845,0.7595725016426657,0.666553490083076,0.474339341887197,0.3579696305997455,0.26752677692752713,0.06562902670560677
2026-05-07,0.19456183015677397,0.8013641519968349,0.544766899812113,0.6923893420608245,0.7937729173569033,0.9130236783303668,0.9012837033238386,0.7491877741661382,0.7934951680269351,0.700620796636288,0.5025267620889718,0.4289486387245538,0.2277263815241825,0.06886596041739335
2026-05-08,0.17339762359670186,0.7865681283431951,0.4576861269039618,0.7391298343898905,0.8129602185949572,0.9489613015308062,0.900297940242891,0.7030217748217867,0.7579103998039203,0.7152630949392934,0.5428969951913046,0.4353000766510024,0.2811895434109904,0.10413437795347513
2026-05-11,0.22622619133712243,0.7812050402076143,0.4719944079241285,0.683619555295294,0.8060312068667497,0.9727975952702099,0.9219850384031623,0.6542018914751834,0.8241400781991863,0.6992985636552624,0.48013994062003346,0.4368652511982758,0.21688171877767665,0.11895809580050735
2026-05-12,0.1511122224609629,0.8424955134164555,0.4813909446313905,0.7380812440355844,0.7736568162559776,0.9487889149066648,0.9473370685640465,0.7374036556162306,0.8007541068694503,0.6533132571266682,0.4650447075517307,0.42761047263916235,0.2690263838743846,0.05458158641202718
2026-05-13,0.1987647869350479,0.8474830287023548,0.5196583377627987,0.6505559212237076,0.7989120889777006,0.9560742902678496,0.8503464892309904,0.717110975808826,0.8063890867140434,0.6808449688785009,0.5399383032069678,0.37022103396872535,0.20038590293153952,0.1195191249086246
2026-05-14,0.18954544373336565,0.8068738355753898,0.5229355350522364,0.6531915296881112,0.8166762147604426,0.9356069351757985,0.9193372062164666,0.6727083015215759,0.8090022591079722,0.6856411769540353,0.5103687705304555,0.400799268574592,0.27963267198769415,0.1075383902791916
2026-05-15,0.16846026490289115,0.7705921913460364,0.4764656642554556,0.6502533293800524,0.8101163404619102,0.9636348149748503,0.8669759743348393,0.6767785945176911,0.8225723584836749,0.6581707313395482,0.5286952574860129,0.35993741786907785,0.24890948429487686,0.07800782260387416
